"caseid","weight","wave","state","district","n7ay23","n7by23","n7cy23","n7dy23","n7ey23","n7fy23","n7gy23","n7hy23","n7iy23","n7ky23","n7ly23","urban","gender","age","caste","n7ay23_recode","n7by23_recode","n7cy23_recode","n7dy23_recode","n7ey23_recode","n7fy23_recode","n7gy23_recode","n7hy23_recode","n7iy23_recode","n7ky23_recode","n7ly23_recode","state_district_survey"
21661,0.66043000716,2024,"Maharashtra","Mumbai Suburban","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Not very worried","Moderately worried","Urban","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,0,0,"Maharashtra, Mumbai Suburban"
21662,1.22079486172,2024,"Assam","Karimganj","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,1,0,1,1,1,"Assam, Karimganj"
21663,0.99064501074,2024,"Karnataka","Dharwad","Very worried","Don't know","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",1,0,0,0,1,1,1,1,1,1,1,"Karnataka, Dharwad"
21665,0.52033879352,2024,"Madhya Pradesh","Dhar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Madhya Pradesh, Dhar"
21666,0.72046909872,2024,"West Bengal","South 24-Parganas","Not at all worried","Very worried","Very worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Rural","Male","30-44","Other Castes",0,1,1,0,0,0,0,0,0,0,1,"West Bengal, South 24-Parganas"
21667,0.79051470554,2024,"Kerala","Wayanad","Moderately worried","Moderately worried","Not at all worried","Very worried","Not very worried","Moderately worried","Moderately worried","Not very worried","Not very worried","Moderately worried","Very worried","Rural","Female","45+","Other Castes",0,0,0,1,0,0,0,0,0,0,1,"Kerala, Wayanad"
21668,1.22079486172,2024,"Bihar","Sitamarhi","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Don't know","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Bihar, Sitamarhi"
21669,0.8505537971,2024,"Orissa","Sambalpur","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Rural","Female","45+","Scheduled Castes/Tribes",0,1,1,0,1,1,0,0,0,0,1,"Orissa, Sambalpur"
21670,0.99064501074,2024,"Karnataka","Chitradurga","Very worried","Don't know","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Rural","Female","45+","Other Castes",1,0,1,1,0,0,0,1,1,0,1,"Karnataka, Chitradurga"
21671,1.12072970912,2024,"Karnataka","Hassan","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Urban","Female","18-29","Scheduled Castes/Tribes",0,0,0,0,1,0,0,1,0,0,0,"Karnataka, Hassan"
21674,0.66043000716,2024,"Bihar","Bhagalpur","Not at all worried","Not very worried","Not at all worried","Don't know","Moderately worried","Not at all worried","Not at all worried","Not very worried","Very worried","Not at all worried","Not very worried","Rural","Female","45+","Other Castes",0,0,0,0,0,0,0,0,1,0,0,"Bihar, Bhagalpur"
21675,1.41091865166,2024,"Telangana","Sangareddy","Not very worried","Not very worried","Not very worried","Not very worried","Not very worried","Not at all worried","Not very worried","Moderately worried","Not very worried","Not very worried","Not very worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Telangana, Sangareddy"
21676,1.07069713282,2024,"Orissa","Balasore","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Not at all worried","Not at all worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,0,1,0,1,0,0,1,0,0,"Orissa, Balasore"
21678,0.69044955294,2024,"Rajasthan","Ganganagar","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Rajasthan, Ganganagar"
21679,0.6504234919,2024,"Bihar","Bhagalpur","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Bihar, Bhagalpur"
21680,1.07069713282,2024,"Orissa","Bhadrak","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,1,0,0,0,0,0,0,0,"Orissa, Bhadrak"
21681,0.32020848832,2024,"Madhya Pradesh","Ujjain","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Very worried","Urban","Male","30-44","Other Castes",0,1,0,1,0,0,1,1,0,1,1,"Madhya Pradesh, Ujjain"
21682,0.8005212208,2024,"Maharashtra","Chandrapur","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Not very worried","Very worried","Moderately worried","Rural","Male","45+","Other Castes",0,1,1,1,1,1,1,1,0,1,0,"Maharashtra, Chandrapur"
21683,0.86056031236,2024,"Telangana","Ranga Reddy","Not very worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Not very worried","Not very worried","Very worried","Not at all worried","Not very worried","Very worried","Urban","Female","30-44","Other Castes",0,0,0,0,0,0,0,1,0,0,1,"Telangana, Ranga Reddy"
21684,1.06069061756,2024,"Maharashtra","Jalgaon","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Maharashtra, Jalgaon"
21685,0.99064501074,2024,"Tamil Nadu","Kanchipuram","Not at all worried","Not at all worried","Refused","Not at all worried","Not at all worried","Not at all worried","Refused","Refused","Refused","Refused","Not at all worried","Rural","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Kanchipuram"
21686,1.26082092276,2024,"Tamil Nadu","Pudukkottai","Very worried","Not very worried","Moderately worried","Very worried","Very worried","Not very worried","Not very worried","Not at all worried","Very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,0,0,1,1,0,0,0,1,0,0,"Tamil Nadu, Pudukkottai"
21687,0.98063849548,2024,"Tamil Nadu","Tiruvannamalai","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,1,1,0,0,"Tamil Nadu, Tiruvannamalai"
21688,0.47030621722,2024,"Kerala","Thrissur","Moderately worried","Moderately worried","Not very worried","Not very worried","Moderately worried","Not very worried","Moderately worried","Not very worried","Not very worried","Not very worried","Moderately worried","Urban","Male","18-29","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Thrissur"
21689,1.06069061756,2024,"Maharashtra","Nanded","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Scheduled Castes/Tribes",1,1,1,1,0,1,1,1,1,1,1,"Maharashtra, Nanded"
21690,1.2508144075,2024,"Karnataka","Vijayapura","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,0,0,0,1,0,0,1,"Karnataka, Vijayapura"
21691,1.000651526,2024,"Tamil Nadu","Tiruvannamalai","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not very worried","Not at all worried","Not very worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Tiruvannamalai"
21692,1.21078834646,2024,"Maharashtra","Aurangabad","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","45+","Other Castes",1,1,1,0,1,1,1,1,1,1,1,"Maharashtra, Aurangabad"
21693,0.64041697664,2024,"Maharashtra","Aurangabad","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Urban","Male","30-44","Other Castes",1,1,1,1,1,0,1,1,0,1,1,"Maharashtra, Aurangabad"
21695,0.7504886445,2024,"Karnataka","Uttara Kannada","Very worried","Don't know","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","30-44","Other Castes",1,0,1,1,1,1,1,1,1,1,1,"Karnataka, Uttara Kannada"
21696,0.79051470554,2024,"Kerala","Kasaragod","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Refused","Very worried","Very worried","Moderately worried","Very worried","Moderately worried","Rural","Female","45+","Other Castes",0,0,1,0,0,0,1,1,0,1,0,"Kerala, Kasaragod"
21697,0.84054728184,2024,"Maharashtra","Jalgaon","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Maharashtra, Jalgaon"
21698,0.76049515976,2024,"Kerala","Ernakulam","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Rural","Female","45+","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Kerala, Ernakulam"
21699,0.51033227826,2024,"Tamil Nadu","Dharmapuri","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,1,1,1,1,0,"Tamil Nadu, Dharmapuri"
21700,0.62040394612,2024,"Kerala","Thiruvananthapuram","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Female","45+","Other Castes",1,0,1,1,1,1,1,1,1,1,1,"Kerala, Thiruvananthapuram"
21702,1.26082092276,2024,"Tamil Nadu","Thoothukudi","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Not very worried","Very worried","Moderately worried","Moderately worried","Not very worried","Not at all worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,0,0,0,0,1,0,0,0,0,1,"Tamil Nadu, Thoothukudi"
21703,0.73047561398,2024,"Tamil Nadu","Tiruchirappalli","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Not at all worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Urban","Female","45+","Other Castes",0,0,1,1,0,0,1,1,0,0,0,"Tamil Nadu, Tiruchirappalli"
21705,1.18076880068,2024,"Kerala","Kollam","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Very worried","Rural","Female","18-29","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,1,"Kerala, Kollam"
21706,0.64041697664,2024,"Punjab","Barnala","Not at all worried","Very worried","Not at all worried","Not very worried","Very worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Rural","Male","30-44","Other Castes",0,1,0,0,1,0,0,1,0,0,1,"Punjab, Barnala"
21707,0.38024757988,2024,"West Bengal","Pashchim Medinipur","Very worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Very worried","Rural","Female","45+","Other Castes",1,1,0,1,0,1,1,1,0,1,1,"West Bengal, Pashchim Medinipur"
21708,1.26082092276,2024,"Tamil Nadu","Ramanathapuram","Not very worried","Not very worried","Very worried","Not very worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,1,0,0,0,0,0,1,0,0,"Tamil Nadu, Ramanathapuram"
21709,0.51033227826,2024,"Bihar","Patna","Not at all worried","Very worried","Very worried","Not at all worried","Very worried","Moderately worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Urban","Female","45+","Other Castes",0,1,1,0,1,0,1,1,0,0,0,"Bihar, Patna"
21710,0.7504886445,2024,"Rajasthan","Barmer","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Rajasthan, Barmer"
21711,1.09071016334,2024,"Telangana","Kamareddy","Not very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Not very worried","Very worried","Not very worried","Very worried","Not very worried","Rural","Male","30-44","Other Castes",0,1,0,1,1,0,0,1,0,1,0,"Telangana, Kamareddy"
21712,0.57037136982,2024,"Telangana","Mancherial","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Rural","Female","45+","Other Castes",0,0,0,0,0,0,0,1,0,0,0,"Telangana, Mancherial"
21713,1.2007818312,2024,"Karnataka","Chitradurga","Not very worried","Not very worried","Moderately worried","Not at all worried","Very worried","Not very worried","Moderately worried","Very worried","Not very worried","Moderately worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,0,0,1,0,0,1,0,0,0,"Karnataka, Chitradurga"
21714,0.96062546496,2024,"Chattisgarh","Surguja","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Chattisgarh, Surguja"
21715,0.94061243444,2024,"Andhra Pradesh","Tirupati","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Rural","Male","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Andhra Pradesh, Tirupati"
21716,1.26082092276,2024,"Tamil Nadu","Nagapattinam","Very worried","Very worried","Very worried","Very worried","Very worried","Don't know","Moderately worried","Very worried","Moderately worried","Moderately worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,1,1,0,0,1,0,0,1,"Tamil Nadu, Nagapattinam"
21717,0.33021500358,2024,"Bihar","Samastipur","Moderately worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Rural","Male","30-44","Other Castes",0,1,0,1,0,0,0,1,0,0,0,"Bihar, Samastipur"
21718,0.93060591918,2024,"Andhra Pradesh","Anakapalli","Not at all worried","Very worried","Not at all worried","Moderately worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Urban","Female","30-44","Scheduled Castes/Tribes",0,1,0,0,0,0,0,0,0,0,0,"Andhra Pradesh, Anakapalli"
21719,0.64041697664,2024,"Maharashtra","Yavatmal","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Urban","Male","30-44","Other Castes",1,1,1,1,1,1,1,1,1,1,1,"Maharashtra, Yavatmal"
21720,0.96062546496,2024,"Karnataka","Raichur","Not very worried","Not very worried","Not at all worried","Not very worried","Not very worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not very worried","Rural","Male","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Raichur"
21721,1.000651526,2024,"Tamil Nadu","Thanjavur","Not very worried","Not very worried","Moderately worried","Not very worried","Moderately worried","Moderately worried","Moderately worried","Not very worried","Not very worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Thanjavur"
21722,0.83054076658,2024,"Madhya Pradesh","Chhindwara","Moderately worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Other Castes",0,0,0,1,1,1,1,1,1,1,1,"Madhya Pradesh, Chhindwara"
21723,1.09071016334,2024,"Uttar Pradesh","Pilibhit","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Uttar Pradesh, Pilibhit"
21724,1.1007166786,2024,"Rajasthan","Jaisalmer","Not at all worried","Very worried","Very worried","Very worried","Moderately worried","Not at all worried","Not at all worried","Moderately worried","Very worried","Very worried","Not at all worried","Rural","Female","18-29","Scheduled Castes/Tribes",0,1,1,1,0,0,0,0,1,1,0,"Rajasthan, Jaisalmer"
21725,0.49031924774,2024,"Karnataka","Vijayapura","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not very worried","Rural","Male","45+","Other Castes",0,0,1,1,1,1,0,1,0,0,0,"Karnataka, Vijayapura"
21727,0.86056031236,2024,"Uttar Pradesh","Bareilly","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Moderately worried","Refused","Not at all worried","Not at all worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Uttar Pradesh, Bareilly"
21728,1.000651526,2024,"Tamil Nadu","Sivaganga","Not at all worried","Not very worried","Moderately worried","Moderately worried","Don't know","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Sivaganga"
21729,0.99064501074,2024,"Karnataka","B.B.M.P(South)","Not very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not very worried","Not at all worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, B.B.M.P(South)"
21730,0.43028015618,2024,"Orissa","Balasore","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Rural","Female","45+","Other Castes",1,1,1,1,1,1,0,0,0,0,1,"Orissa, Balasore"
21731,0.79051470554,2024,"Kerala","Palakkad","Very worried","Not very worried","Refused","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Rural","Female","30-44","Other Castes",1,0,0,1,0,1,1,0,1,1,0,"Kerala, Palakkad"
21732,0.98063849548,2024,"Karnataka","Kolar","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Rural","Female","30-44","Other Castes",0,0,0,0,0,0,0,1,0,0,0,"Karnataka, Kolar"
21734,1.22079486172,2024,"Tamil Nadu","Salem","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","30-44","Scheduled Castes/Tribes",1,0,1,1,0,1,1,1,1,1,1,"Tamil Nadu, Salem"
21735,0.79051470554,2024,"Kerala","Kannur","Moderately worried","Very worried","Refused","Moderately worried","Refused","Not at all worried","Refused","Refused","Moderately worried","Moderately worried","Not at all worried","Rural","Female","45+","Other Castes",0,1,0,0,0,0,0,0,0,0,0,"Kerala, Kannur"
21736,0.71046258346,2024,"Orissa","Bhadrak","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Male","45+","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Orissa, Bhadrak"
21737,0.81052773606,2024,"Maharashtra","Washim","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Not at all worried","Don't know","Not at all worried","Not at all worried","Not at all worried","Urban","Male","30-44","Scheduled Castes/Tribes",0,0,0,1,0,0,0,0,0,0,0,"Maharashtra, Washim"
21738,0.98063849548,2024,"Karnataka","Bagalkot","Very worried","Very worried","Very worried","Not very worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Not very worried","Very worried","Rural","Female","30-44","Other Castes",1,1,1,0,1,0,1,0,1,0,1,"Karnataka, Bagalkot"
21739,0.96062546496,2024,"Karnataka","Mandya","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not very worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Urban","Female","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Karnataka, Mandya"
21740,0.9506189497,2024,"Assam","Golaghat","Moderately worried","Not at all worried","Not very worried","Not very worried","Very worried","Not very worried","Very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Urban","Female","45+","Other Castes",0,0,0,0,1,0,1,1,0,0,0,"Assam, Golaghat"
21741,0.49031924774,2024,"Karnataka","Chitradurga","Very worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Not very worried","Not very worried","Moderately worried","Moderately worried","Not at all worried","Not at all worried","Rural","Male","45+","Other Castes",1,0,1,0,0,0,0,0,0,0,0,"Karnataka, Chitradurga"
21742,0.43028015618,2024,"Assam","Bijni","Moderately worried","Moderately worried","Moderately worried","Not very worried","Moderately worried","Not at all worried","Not very worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Urban","Male","45+","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Assam, Bijni"
21743,0.74048212924,2024,"Andhra Pradesh","Anakapalli","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Not at all worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",1,1,1,1,0,1,0,1,1,0,1,"Andhra Pradesh, Anakapalli"
21744,0.72046909872,2024,"West Bengal","South 24-Parganas","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,0,0,0,0,0,0,1,0,0,"West Bengal, South 24-Parganas"
21747,0.38024757988,2024,"West Bengal","Pashchim Medinipur","Very worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Rural","Female","45+","Other Castes",1,0,1,0,0,1,0,1,1,0,1,"West Bengal, Pashchim Medinipur"
21748,0.93060591918,2024,"Orissa","Kendujhar (Keonjhar)","Not at all worried","Very worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Rural","Female","30-44","Other Castes",0,1,0,0,0,0,0,0,0,0,0,"Orissa, Kendujhar (Keonjhar)"
21749,1.07069713282,2024,"Orissa","Jagatsinghpur","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",1,1,1,1,1,1,1,1,1,1,1,"Orissa, Jagatsinghpur"
21750,0.93060591918,2024,"Karnataka","Dakshina Kannada","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Urban","Male","30-44","Other Castes",1,1,0,0,1,0,1,0,0,0,1,"Karnataka, Dakshina Kannada"
21751,1.22079486172,2024,"Andhra Pradesh","Tirupati","Not very worried","Moderately worried","Not very worried","Not very worried","Not at all worried","Not very worried","Moderately worried","Very worried","Moderately worried","Not at all worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,1,0,0,0,"Andhra Pradesh, Tirupati"
21752,0.81052773606,2024,"Orissa","Kendujhar (Keonjhar)","Not at all worried","Don't know","Very worried","Very worried","Very worried","Moderately worried","Not at all worried","Very worried","Moderately worried","Very worried","Very worried","Rural","Female","45+","Other Castes",0,0,1,1,1,0,0,1,0,1,1,"Orissa, Kendujhar (Keonjhar)"
21753,1.08070364808,2024,"West Bengal","Uttar Dinajpur","Moderately worried","Not very worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Not at all worried","Very worried","Rural","Female","18-29","Scheduled Castes/Tribes",0,0,0,0,0,1,1,0,1,0,1,"West Bengal, Uttar Dinajpur"
21754,0.92059940392,2024,"Karnataka","Chitradurga","Moderately worried","Not very worried","Very worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Rural","Male","45+","Other Castes",0,0,1,0,1,0,0,1,0,0,0,"Karnataka, Chitradurga"
21755,0.82053425132,2024,"Orissa","Ganjam","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Moderately worried","Moderately worried","Rural","Male","30-44","Other Castes",0,0,0,0,0,0,0,0,0,0,0,"Orissa, Ganjam"
21757,1.09071016334,2024,"Maharashtra","Kolhapur","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,1,1,1,0,0,1,1,1,1,1,"Maharashtra, Kolhapur"
21758,0.92059940392,2024,"Andhra Pradesh","Sri Sathya Sai","Not at all worried","Very worried","Not very worried","Very worried","Moderately worried","Moderately worried","Moderately worried","Very worried","Moderately worried","Very worried","Not at all worried","Rural","Female","45+","Other Castes",0,1,0,1,0,0,0,1,0,1,0,"Andhra Pradesh, Sri Sathya Sai"
21759,0.62040394612,2024,"Karnataka","Haveri","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Very worried","Not at all worried","Moderately worried","Moderately worried","Not at all worried","Moderately worried","Not very worried","Rural","Male","18-29","Other Castes",0,0,0,0,1,0,0,0,0,0,0,"Karnataka, Haveri"
21760,0.66043000716,2024,"Karnataka","Gulbarga","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Moderately worried","Very worried","Urban","Female","30-44","Other Castes",1,1,1,1,1,1,1,1,1,0,1,"Karnataka, Gulbarga"
21761,1.26082092276,2024,"Tamil Nadu","Cuddalore","Not at all worried","Not at all worried","Not at all worried","Not very worried","Not at all worried","Not at all worried","Not at all worried","Moderately worried","Not at all worried","Moderately worried","Moderately worried","Rural","Female","30-44","Scheduled Castes/Tribes",0,0,0,0,0,0,0,0,0,0,0,"Tamil Nadu, Cuddalore"
21762,0.46029970196,2024,"West Bengal","Bankura","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Rural","Male","30-44","Other Castes",1,1,0,1,1,1,1,1,1,0,1,"West Bengal, Bankura"
21763,0.49031924774,2024,"Karnataka","Bagalkot","Very worried","Very worried","Moderately worried","Very worried","Very worried","Moderately worried","Very worried","Very worried","Very worried","Moderately worried","Moderately worried","Rural","Male","45+","Other Castes",1,1,0,1,1,0,1,1,1,0,0,"Karnataka, Bagalkot"
